user_id,user_name,screen_name,followers_count,description,verified,profile_image_default,protected,favourites_count,user_registration,bot,botoscore
295722548,b'\xc4\xb6\xc7\xbe\xd0\x99\xc4\xa2\xce\xa6 \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbe \xce\xb2\xce\x98\xc5\x8a\xc4\xa0\xce\xbf\xc2\xb0\xe2\x9c\xaf\xe2\x84\xa2 \xe2\x80\x8f\xe2\x9c\x88',pimpishkEnt,147,1,0,0,0,277,09-05-2011,0,0.3
2221432382,b'Eastasianews',Eastasianewsnet,749,1,0,0,0,0,29-11-2013,1,5.0
87318093,b'Idlewild1914',MichaelHogan60,2733,1,0,0,0,134863,04-11-2009,0,0.2
23879261,b'Rachel Stuart',RachelAStuart,14,0,0,0,0,866,12-03-2009,0,0.2
230973022,b'Fevralina Shamardi',ffffevr,42600,1,0,0,0,720,27-12-2010,0,1.2
46685795,b'carla garcia',carla22g,55,0,0,0,0,1726,12-06-2009,0,3.2
2444516970,b'Taste Like Love',TasteLikeLov,1441,1,0,0,0,310,14-04-2014,1,4.1
2449235599,b'\xe3\x82\xa2\xe3\x83\x9b\xe3\x82\xa6\xe3\x83\x89\xe3\x83\xaa',0ts__,25590,0,0,0,0,4233,17-04-2014,1,err
908688424156254209,b'Veronica Dean',PIPPO99399085,6,1,0,0,0,160,15-09-2017,1,5.0
127426202,b'\xe0\xab\xae\xd1\x92\xc2\xa1\xe0\xab\xaf\xe0\xaa\x9d\xc2\xa1',Chieki,4346,1,0,0,0,6132,29-03-2010,0,2.2
890685368579878912,b'\xd0\x96\xd0\xb5\xd0\xbd\xd1\x8f \xd0\x91\xd0\xbe\xd1\x80\xd0\xb8\xd1\x81\xd0\xbe\xd0\xb2\xd0\xb0',svctpzzoraaszg1,0,1,0,0,0,125,27-07-2017,0,1.4
2255773345,b'neeks',nikooneeks,416,0,0,0,0,21111,21-12-2013,0,0.1
1521770148,b'\xe3\x81\x82 \xe3\x82\x84 \xe3\x81\xaa',1013ayana,1262,1,0,0,0,10457,16-06-2013,0,err
2685951655,b'5REDVELVET',5REDVELVET,323637,1,0,0,0,524,27-07-2014,0,3.3
97279672,b'CHEF KAI CHASE',chefkaichase,8677,1,0,0,0,1357,16-12-2009,0,0.8
2536267451,b'DHAmerican',DHAmerican,4004,1,0,0,0,69364,09-05-2014,0,0.9
4173094599,b'Holly Sue',furmamafurevr,2,0,0,0,0,2,12-11-2015,0,0.6
543186638,b'Jhoseva Adrian',jhoseva,72470,1,0,0,0,4701,02-04-2012,0,0.7
2555928272,b'Lydia Thornton',jfree91,14,0,0,0,0,711,09-06-2014,0,2.9
2341494494,b'Wildfire Podcasting',Wildfire_Pods,6010,1,0,0,0,8742,13-02-2014,0,0.2
1469603575,b'Quoth the Raven',QTRResearch,178264,1,0,0,0,74756,30-05-2013,0,0.1
28073722,b'Courtney Adams',courtneya30,31,1,0,0,0,1380,01-04-2009,0,0.1
17325823,b'Saddle Creek',saddlecreek,29138,1,0,0,0,14074,11-11-2008,0,0.2
2815188740,b'Pfizer Pharaoh',BlaqGoatPharaoh,36265,1,0,0,0,49362,17-09-2014,0,0.0
336617230,b'Meghan Welch',MegN_Welch,228,1,0,0,0,3345,16-07-2011,1,4.2
1652055858,b'\xe9\x97\xaa\xe9\x97\xaa\xe7\x9a\x84\xe9\x97\xaa\xe9\x97\xaa',susan_wu543,17,0,0,0,0,1396,07-08-2013,1,3.7
51404605,b'Glory Boy',ChiefKeef,1315163,1,0,0,0,1340,27-06-2009,0,0.4
26763070,b'Fatih Altayli \xf0\x9f\x94\xb4\xf0\x9f\x87\xb9\xf0\x9f\x87\xb7',fatihaltayli,1353817,1,0,0,0,914,26-03-2009,0,1.3
348675916,b'\xf0\x9d\x95\x90\xf0\x9d\x95\xa0\xf0\x9d\x95\xa6\xf0\x9d\x95\xa4\xf0\x9d\x95\xa4\xf0\x9d\x95\x96\xf0\x9d\x95\x97',youssefaltyeb,679,1,0,0,0,14322,04-08-2011,0,0.5
254828364,b'Bethlyn Brookes',cruzandelights,61,0,0,0,0,2171,20-02-2011,1,3.1
29122382,b'BRIAN EVANS',croon1,218360,1,0,0,0,38344,06-04-2009,0,0.0
117202778,b'laura',Jai5SOS,67648,1,0,0,0,87112,24-02-2010,0,2.6
255090529,b'Ally',allymarie93,1675,1,0,0,0,60042,20-02-2011,0,0.0
807562414380249088,b'The \xe2\x9d\xa4\xef\xb8\x8f Love bot !',EmojiLoveBot,58,1,0,0,0,58,10-12-2016,1,5.0
95706990,b'Meagan',WiscoSwiftie,2296,1,0,0,0,143484,09-12-2009,0,0.3
887993208369594372,b'Slyvia Gallego',gallego_slyvia,1,1,0,0,0,155,20-07-2017,0,1.2
198467454,b'\xe6\x9c\x80\xe4\xb8\x8a\xe3\x82\x82\xe3\x81\x8c & staff',mogatanpe,619549,1,0,0,0,202,04-10-2010,0,1.8
